Animal ID,Name,DateTime,MonthYear,Date of Birth,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Outcome
A732498,Polly,08/15/2016 11:49:00 AM,08/15/2016 11:49:00 AM,04/08/2016,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Tortie,0
A812256,,01/21/2020 04:08:00 PM,01/21/2020 04:08:00 PM,11/18/2019,Dog,Neutered Male,2 months,Shih Tzu/Chihuahua Shorthair,Tan/White,0
A826161,Boots,01/05/2021 12:52:00 PM,01/05/2021 12:52:00 PM,11/20/2019,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White,0
A699098,*Winky,03/26/2015 04:11:00 PM,03/26/2015 04:11:00 PM,03/22/2008,Dog,Spayed Female,7 years,Pomeranian,Red,0
A799533,*Luke,09/08/2019 03:01:00 PM,09/08/2019 03:01:00 PM,05/02/2019,Cat,Neutered Male,4 months,Domestic Shorthair,Brown Tabby,0
A713645,Peaches,10/29/2015 11:54:00 AM,10/29/2015 11:54:00 AM,04/10/2014,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico,0
A760928,Cita,08/19/2018 07:13:00 PM,08/19/2018 07:13:00 PM,10/26/2015,Dog,Spayed Female,2 years,Pit Bull Mix,Tan,0
A677909,*Long John,05/26/2014 11:16:00 AM,05/26/2014 11:16:00 AM,05/01/2012,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Silver Tabby,0
A663598,Dolly,12/31/2018 01:47:00 PM,12/31/2018 01:47:00 PM,07/06/2013,Dog,Spayed Female,5 years,Miniature Schnauzer/Beagle,Gray/Black,0
A710919,,08/30/2015 08:57:00 AM,08/30/2015 08:57:00 AM,03/02/2015,Other,Unknown,5 months,Bat Mix,Gray,1
A783588,Cash,11/02/2018 05:18:00 PM,11/02/2018 05:18:00 PM,11/02/2016,Dog,Intact Male,2 years,Siberian Husky Mix,Black/White,0
A712358,,09/22/2015 03:57:00 PM,09/22/2015 03:57:00 PM,09/15/2015,Cat,Intact Female,1 week,Domestic Shorthair Mix,Blue,0
A837111,*Hannah,07/12/2021 04:11:00 PM,07/12/2021 04:11:00 PM,06/17/2018,Dog,Spayed Female,3 years,German Shorthair Pointer Mix,Brown/White,0
A681945,Bear,08/18/2014 12:20:00 PM,08/18/2014 12:20:00 PM,12/21/2013,Dog,Neutered Male,7 months,Australian Kelpie Mix,Tan/White,0
A767290,,03/02/2018 06:09:00 PM,03/02/2018 06:09:00 PM,05/26/2017,Dog,Spayed Female,9 months,Chihuahua Shorthair Mix,Cream,0
A721742,*Monte,03/11/2016 05:06:00 PM,03/11/2016 05:06:00 PM,09/03/2014,Dog,Neutered Male,1 year,Pit Bull Mix,Brown Brindle/White,0
A807613,Nickles,10/27/2019 05:57:00 PM,10/27/2019 05:57:00 PM,10/27/2006,Dog,Neutered Male,13 years,Chihuahua Shorthair,Black/Brown,0
A695924,*Casey,02/02/2015 06:58:00 PM,02/02/2015 06:58:00 PM,01/25/2013,Dog,Spayed Female,2 years,Labrador Retriever Mix,Yellow,0
A719978,Meadow,02/01/2016 12:00:00 AM,02/01/2016 12:00:00 AM,11/09/2015,Cat,Spayed Female,2 months,Siamese Mix,Tortie Point,0
A754565,Boy Kitty,02/27/2018 02:47:00 PM,02/27/2018 02:47:00 PM,07/21/2012,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Black/White,0
A788532,,02/08/2019 04:49:00 PM,02/08/2019 04:49:00 PM,02/04/2017,Cat,Unknown,2 years,Domestic Shorthair Mix,Brown Tabby/White,0
A678814,*Belle,06/20/2014 05:04:00 PM,06/20/2014 05:04:00 PM,04/06/2014,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,0
A823372,*Burton,10/06/2020 11:38:00 AM,10/06/2020 11:38:00 AM,09/22/2018,Dog,Neutered Male,2 years,Pit Bull,White/Black,0
A833527,,05/01/2021 04:19:00 PM,05/01/2021 04:19:00 PM,05/01/2020,Other,Intact Female,1 year,Turtle,Black/Green,1
A700259,Snoopy,04/10/2015 05:52:00 PM,04/10/2015 05:52:00 PM,12/01/2004,Dog,Neutered Male,10 years,Chihuahua Shorthair/Cardigan Welsh Corgi,Chocolate/White,0
A778461,*Archie,08/19/2018 05:41:00 PM,08/19/2018 05:41:00 PM,08/15/2017,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby,0
A667400,Norbert,12/20/2013 02:43:00 PM,12/20/2013 02:43:00 PM,11/17/2012,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White/Black,0
A742088,*Wonder,01/28/2017 04:37:00 PM,01/28/2017 04:37:00 PM,01/14/2016,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White,0
A814572,*Bailey,03/31/2020 07:16:00 AM,03/31/2020 07:16:00 AM,11/02/2019,Dog,Spayed Female,4 months,Plott Hound Mix,Black Brindle,0
A717112,Fred,07/29/2016 03:59:00 PM,07/29/2016 03:59:00 PM,12/02/2014,Dog,Neutered Male,1 year,Pit Bull Mix,White/Brown,0
A642394,Leo,05/17/2016 11:27:00 AM,05/17/2016 11:27:00 AM,09/23/2012,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue Tabby,0
A603238,Ehito,03/19/2017 12:00:00 AM,03/19/2017 12:00:00 AM,06/12/2008,Dog,Neutered Male,8 years,Pit Bull Mix,Black/White,0
A715275,Bandit,12/20/2015 05:26:00 PM,12/20/2015 05:26:00 PM,11/03/2013,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White,0
A674827,,03/18/2014 06:58:00 PM,03/18/2014 06:58:00 PM,03/18/2013,Other,Unknown,1 year,Raccoon Mix,Black/Gray,1
A724812,,05/21/2016 07:15:00 PM,05/21/2016 07:15:00 PM,04/22/2016,Dog,Unknown,4 weeks,Australian Cattle Dog Mix,Black/Brown,0
A735128,Charley,09/27/2016 12:11:00 PM,09/27/2016 12:11:00 PM,03/27/2015,Dog,Neutered Male,1 year,Pit Bull Mix,White/Brown,0
A698278,,03/08/2015 05:11:00 PM,03/08/2015 05:11:00 PM,03/08/2012,Other,Unknown,3 years,Bat Mix,Brown,1
A693735,*Tino,01/19/2015 11:34:00 AM,01/19/2015 11:34:00 AM,12/17/2006,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,Yellow,0
A697601,,02/27/2015 02:36:00 PM,02/27/2015 02:36:00 PM,12/25/2014,Cat,Intact Female,2 months,Domestic Shorthair Mix,Orange Tabby,0
A528248,Basil,08/13/2018 02:01:00 PM,08/13/2018 02:01:00 PM,05/21/2006,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Blue,0
A737960,Coffee,11/11/2016 11:58:00 AM,11/11/2016 11:58:00 AM,11/07/2015,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown/Tan,0
A735265,,09/21/2016 03:08:00 PM,09/21/2016 03:08:00 PM,09/21/2014,Other,Unknown,2 years,Opossum Mix,Gray/Black,1
A769029,Hash,04/08/2018 05:03:00 PM,04/08/2018 05:03:00 PM,03/29/2015,Dog,Neutered Male,3 years,Pit Bull Mix,Brown,0
A796275,,06/04/2019 12:32:00 PM,06/04/2019 12:32:00 PM,04/23/2019,Cat,Intact Male,1 month,Domestic Shorthair,Blue/White,0
A826787,,12/10/2020 12:00:00 AM,12/10/2020 12:00:00 AM,07/06/2020,Dog,Spayed Female,5 months,Labrador Retriever,Black/Black,0
A685666,Tom Cat,08/23/2014 03:17:00 PM,08/23/2014 03:17:00 PM,08/10/2010,Cat,Neutered Male,4 years,Domestic Shorthair Mix,White/Blue Tabby,0
A801242,*Emmylou,08/22/2019 02:36:00 PM,08/22/2019 02:36:00 PM,02/01/2018,Dog,Spayed Female,1 year,Dutch Shepherd Mix,Brown Brindle/White,0
A798644,,07/01/2019 05:14:00 PM,07/01/2019 05:14:00 PM,06/28/2018,Cat,Intact Female,1 year,Snowshoe Mix,Seal Point/White,0
A796787,Skyler,06/06/2019 12:28:00 PM,06/06/2019 12:28:00 PM,03/12/2019,Dog,Intact Female,2 months,Siberian Husky,White/Black,0
A754351,Onyx,03/30/2018 10:39:00 AM,03/30/2018 10:39:00 AM,07/19/2016,Dog,Neutered Male,1 year,Pit Bull Mix,Black/White,0
A682024,Bruce Wayne,07/12/2014 05:34:00 PM,07/12/2014 05:34:00 PM,05/08/2014,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black,0
A554477,Rusty,10/17/2020 12:13:00 PM,10/17/2020 12:13:00 PM,11/05/2008,Dog,Neutered Male,11 years,Golden Retriever/Labrador Retriever,Red,0
A808062,,11/07/2019 11:13:00 AM,11/07/2019 11:13:00 AM,08/03/2019,Cat,Unknown,3 months,Domestic Shorthair Mix,Cream Tabby,0
A801511,Tex,04/14/2020 06:52:00 AM,04/14/2020 06:52:00 AM,05/05/2010,Dog,Neutered Male,9 years,Catahoula,Black Brindle/White,0
A836058,,06/08/2021 05:26:00 PM,06/08/2021 05:26:00 PM,06/05/2016,Cat,Intact Female,5 years,Domestic Shorthair,Blue/White,0
A749991,*Lasagna,05/24/2017 12:44:00 PM,05/24/2017 12:44:00 PM,04/21/2017,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black,0
A753190,Cora,10/02/2017 01:10:00 PM,10/02/2017 01:10:00 PM,07/03/2009,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Black/White,0
A739672,,12/09/2016 04:41:00 PM,12/09/2016 04:41:00 PM,12/05/2011,Dog,Spayed Female,5 years,Border Terrier Mix,Sable/White,0
A801900,Sydney,11/03/2019 04:57:00 PM,11/03/2019 04:57:00 PM,02/11/2012,Dog,Spayed Female,7 years,Redbone Hound Mix,Red/White,0
A708027,Pepper,07/27/2015 06:58:00 PM,07/27/2015 06:58:00 PM,03/21/2015,Dog,Spayed Female,4 months,Labrador Retriever Mix,Black,0
A735678,,10/03/2016 05:25:00 PM,10/03/2016 05:25:00 PM,09/27/2015,Dog,Neutered Male,1 year,Siberian Husky Mix,White,0
A718601,*Cosmo,01/29/2016 04:23:00 PM,01/29/2016 04:23:00 PM,01/02/2014,Dog,Neutered Male,2 years,Pit Bull Mix,Tan/White,0
A738342,,11/14/2016 09:00:00 AM,11/14/2016 09:00:00 AM,01/13/2016,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Brown Tabby,0
A804728,*190 Grams,09/18/2019 11:48:00 AM,09/18/2019 11:48:00 AM,09/12/2019,Cat,Intact Female,6 days,Domestic Shorthair,Blue Tabby,0
A667280,*Brea,04/04/2014 03:26:00 PM,04/04/2014 03:26:00 PM,11/15/2011,Dog,Spayed Female,2 years,Pit Bull Mix,Brown Brindle/White,0
A703857,,05/29/2015 06:51:00 PM,05/29/2015 06:51:00 PM,05/07/2015,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Blue,0
A675180,,04/02/2014 05:56:00 PM,04/02/2014 05:56:00 PM,03/21/2014,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Black/White,0
A682817,,07/07/2014 12:26:00 PM,07/07/2014 12:26:00 PM,04/26/2014,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby,0
A703067,*Pete,07/14/2015 12:36:00 PM,07/14/2015 12:36:00 PM,04/28/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,0
A670468,Cat 1,10/09/2015 04:01:00 PM,10/09/2015 04:01:00 PM,01/08/2012,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Blue/White,1
A696062,Nikita,02/13/2015 04:50:00 PM,02/13/2015 04:50:00 PM,01/28/2002,Cat,Spayed Female,13 years,Domestic Shorthair Mix,Black,0
A701454,Stella,04/29/2015 07:29:00 PM,04/29/2015 07:29:00 PM,04/29/2011,Dog,Spayed Female,4 years,Pomeranian Mix,Cream,0
A842342,A842342,09/20/2021 05:01:00 PM,09/20/2021 05:01:00 PM,05/14/2021,Dog,Neutered Male,4 months,Cardigan Welsh Corgi Mix,Black/Tan,0
A779460,Mister,09/02/2018 05:39:00 PM,09/02/2018 05:39:00 PM,06/01/2018,Dog,Intact Male,3 months,Labrador Retriever Mix,Black/White,0
A760712,,10/23/2017 07:50:00 AM,10/23/2017 07:50:00 AM,10/22/2016,Other,Unknown,1 year,Bat Mix,Brown,1
A747211,*Daffodil,04/28/2017 01:37:00 PM,04/28/2017 01:37:00 PM,10/16/2015,Dog,Spayed Female,1 year,Pit Bull Mix,Blue/White,0
A671333,*Jasmine,01/29/2014 01:20:00 PM,01/29/2014 01:20:00 PM,01/22/2011,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Calico,0
A772648,Annie,10/06/2018 06:10:00 PM,10/06/2018 06:10:00 PM,05/22/2017,Dog,Spayed Female,1 year,Basenji Mix,Buff,0
A756625,,08/27/2017 05:35:00 PM,08/27/2017 05:35:00 PM,08/23/2012,Dog,Spayed Female,5 years,Rat Terrier Mix,White/Black,0
A752511,*Ulysses,08/19/2017 12:52:00 PM,08/19/2017 12:52:00 PM,03/23/2017,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black,0
A681631,Cigarette,06/21/2014 07:04:00 PM,06/21/2014 07:04:00 PM,04/04/2014,Dog,Intact Male,2 months,Miniature Schnauzer,Gray,0
A678003,,05/11/2014 05:38:00 PM,05/11/2014 05:38:00 PM,02/02/2014,Dog,Intact Male,3 months,American Bulldog Mix,Black/White,0
A749552,Osais,05/20/2017 12:38:00 PM,05/20/2017 12:38:00 PM,05/26/2016,Dog,Neutered Male,11 months,Labrador Retriever Mix,Black,0
A676322,Gemma,05/23/2014 01:42:00 PM,05/23/2014 01:42:00 PM,03/21/2014,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Tricolor,0
A761003,Beanie Cat,12/17/2017 06:12:00 PM,12/17/2017 06:12:00 PM,10/05/2017,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,0
A665888,Bella,10/29/2013 07:13:00 PM,10/29/2013 07:13:00 PM,07/24/2013,Dog,Spayed Female,3 months,Staffordshire Mix,White,0
A697537,*Annie,01/20/2017 12:08:00 PM,01/20/2017 12:08:00 PM,08/25/2012,Dog,Spayed Female,4 years,Pointer Mix,Black/White,0
A769253,Fluffy,04/02/2018 04:40:00 PM,04/02/2018 04:40:00 PM,02/23/2018,Cat,Intact Female,1 month,Domestic Medium Hair,Lynx Point,0
A675990,Pixie,04/03/2014 01:41:00 PM,04/03/2014 01:41:00 PM,04/02/2007,Dog,Spayed Female,7 years,Australian Shepherd Mix,Tricolor,0
A806406,Felix,11/29/2019 11:43:00 AM,11/29/2019 11:43:00 AM,10/10/2017,Dog,Neutered Male,2 years,Miniature Schnauzer Mix,Black/Brown,0
A680161,,05/30/2014 02:37:00 PM,05/30/2014 02:37:00 PM,05/08/2014,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue Tabby,0
A668421,Babaloo,12/11/2013 05:08:00 PM,12/11/2013 05:08:00 PM,12/03/2011,Dog,Neutered Male,2 years,American Bulldog Mix,Brown/White,1
A750629,,06/01/2017 12:00:00 AM,06/01/2017 12:00:00 AM,05/07/2017,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White,0
A775254,,07/01/2018 04:04:00 PM,07/01/2018 04:04:00 PM,04/09/2018,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,0
A670956,Tony,01/18/2014 12:55:00 PM,01/18/2014 12:55:00 PM,10/16/2013,Cat,Intact Male,3 months,Domestic Shorthair Mix,Blue,0
A834131,Max,05/20/2021 03:38:00 PM,05/20/2021 03:38:00 PM,05/10/2019,Dog,Neutered Male,2 years,Whippet Mix,Brown,0
A826404,Cookie,11/30/2020 02:59:00 PM,11/30/2020 02:59:00 PM,11/26/2019,Dog,Intact Female,1 year,Pointer,White/Black,0
A682976,*Jamie,07/14/2014 03:21:00 PM,07/14/2014 03:21:00 PM,07/05/2013,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tricolor,0
A665567,Baby,10/23/2013 03:27:00 PM,10/23/2013 03:27:00 PM,10/23/2010,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Chocolate/White,0
A723847,*Mary,04/27/2016 10:57:00 AM,04/27/2016 10:57:00 AM,04/07/2015,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black Tabby/White,0
A713647,,10/11/2015 09:00:00 AM,10/11/2015 09:00:00 AM,10/10/2014,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby,0
A754989,Molly,09/19/2019 05:46:00 PM,09/19/2019 05:46:00 PM,05/27/2017,Dog,Spayed Female,2 years,Labrador Retriever Mix,Tan,0
A669845,Smokey,01/09/2014 05:18:00 PM,01/09/2014 05:18:00 PM,12/28/2011,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White,0
A798839,,07/02/2019 02:01:00 PM,07/02/2019 02:01:00 PM,07/01/2018,Cat,Intact Female,1 year,Domestic Shorthair,Torbie,0
A727157,Tomasa,05/29/2016 05:56:00 PM,05/29/2016 05:56:00 PM,05/18/2014,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black/White,0
A822842,Moe,03/16/2021 01:03:00 PM,03/16/2021 01:03:00 PM,09/10/2019,Dog,Spayed Female,1 year,Catahoula,Blue Merle/White,0
A773409,,05/31/2018 06:14:00 PM,05/31/2018 06:14:00 PM,05/10/2018,Cat,Unknown,3 weeks,Domestic Shorthair,Seal Point,0
A729038,*Eddy,07/15/2016 01:51:00 PM,07/15/2016 01:51:00 PM,04/30/2016,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,0
A690532,Mcgregor,11/24/2014 05:35:00 PM,11/24/2014 05:35:00 PM,08/27/2014,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby/White,0
A699938,Dorito,05/19/2015 05:07:00 PM,05/19/2015 05:07:00 PM,04/04/2013,Dog,Neutered Male,2 years,Norfolk Terrier Mix,Tan,0
A841238,Zeus,08/24/2021 12:10:00 PM,08/24/2021 12:10:00 PM,12/24/2020,Dog,Neutered Male,7 months,Pit Bull,Fawn,0
A682363,,06/27/2014 09:52:00 AM,06/27/2014 09:52:00 AM,05/27/2014,Other,Unknown,4 weeks,Bat,Brown,1
A673883,,03/07/2014 02:38:00 PM,03/07/2014 02:38:00 PM,02/10/2014,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,0
A749810,Bafi,05/20/2017 11:51:00 AM,05/20/2017 11:51:00 AM,05/19/2016,Cat,Neutered Male,1 year,Bengal Mix,Brown Tabby,0
A795248,,05/23/2019 12:00:00 AM,05/23/2019 12:00:00 AM,11/18/2018,Cat,Intact Female,6 months,Domestic Shorthair,Gray Tabby,0
A689489,*Tinker,10/11/2014 05:14:00 PM,10/11/2014 05:14:00 PM,10/04/2007,Dog,Spayed Female,7 years,Chihuahua Shorthair/Manchester Terrier,Tricolor,0
A746401,*Daisy,04/26/2017 05:45:00 PM,04/26/2017 05:45:00 PM,02/27/2017,Cat,Spayed Female,1 month,Domestic Medium Hair Mix,Brown Tabby/White,0
A797660,*Squiggy,07/24/2019 01:27:00 PM,07/24/2019 01:27:00 PM,05/25/2019,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,0
A737601,*Ham,12/23/2016 03:36:00 PM,12/23/2016 03:36:00 PM,09/24/2016,Cat,Spayed Female,2 months,Domestic Longhair Mix,Tortie,0
A766863,,02/22/2018 03:46:00 PM,02/22/2018 03:46:00 PM,05/18/2017,Dog,Spayed Female,9 months,Miniature Schnauzer Mix,Black/Cream,0
A722825,Fay,03/25/2016 06:29:00 PM,03/25/2016 06:29:00 PM,05/22/2015,Dog,Spayed Female,10 months,Border Collie/Bull Terrier,White/Black,0
A788700,Daisy,02/11/2019 06:14:00 PM,02/11/2019 06:14:00 PM,08/07/2018,Dog,Spayed Female,6 months,Chihuahua Longhair Mix,Tan/White,0
A811224,*Anchovy,01/19/2020 04:38:00 PM,01/19/2020 04:38:00 PM,12/30/2018,Cat,Neutered Male,1 year,Domestic Shorthair,White/Brown Tabby,0
A745239,*Rowena,03/19/2017 05:01:00 PM,03/19/2017 05:01:00 PM,01/03/2017,Dog,Spayed Female,2 months,Bruss Griffon Mix,Tan/Black,0
A782634,Jynx,10/27/2018 05:19:00 PM,10/27/2018 05:19:00 PM,01/10/2018,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Torbie,0
A710780,Hendrix,08/28/2015 04:51:00 PM,08/28/2015 04:51:00 PM,08/27/2013,Dog,Neutered Male,2 years,Catahoula Mix,Blue Merle/Brown,0
A753073,,07/05/2017 06:07:00 PM,07/05/2017 06:07:00 PM,02/05/2017,Dog,Spayed Female,4 months,Labrador Retriever/Whippet,Brown/White,0
A788771,Lola,02/13/2019 06:49:00 PM,02/13/2019 06:49:00 PM,02/08/2018,Dog,Spayed Female,1 year,Dachshund/Italian Greyhound,Red,0
A750250,,05/24/2017 07:22:00 PM,05/24/2017 07:22:00 PM,05/24/2014,Cat,Intact Female,3 years,Domestic Shorthair Mix,Calico,0
A688164,Krypto,09/15/2014 05:01:00 PM,09/15/2014 05:01:00 PM,09/15/2012,Dog,Neutered Male,2 years,Collie Smooth/Labrador Retriever,Brown/White,0
A775860,,07/09/2018 04:44:00 PM,07/09/2018 04:44:00 PM,03/21/2018,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue,0
A674986,Freedom,03/13/2015 01:42:00 PM,03/13/2015 01:42:00 PM,03/21/2011,Dog,Spayed Female,3 years,Labrador Retriever,Black,0
A786435,Leo,01/26/2019 12:26:00 PM,01/26/2019 12:26:00 PM,12/24/2017,Cat,Neutered Male,1 year,Domestic Longhair Mix,Blue Tabby/White,0
A758115,Rose,10/07/2017 03:46:00 PM,10/07/2017 03:46:00 PM,06/12/2017,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,0
A742409,Pantera,01/22/2017 03:00:00 PM,01/22/2017 03:00:00 PM,10/21/2016,Dog,Intact Female,3 months,Great Dane Mix,Black,0
A707679,*Leelah,07/28/2015 12:34:00 PM,07/28/2015 12:34:00 PM,05/01/2015,Cat,Intact Female,2 months,Domestic Shorthair Mix,Torbie,0
A796047,*Gracie,06/03/2019 10:27:00 AM,06/03/2019 10:27:00 AM,04/28/2019,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby,0
A719199,,01/20/2016 07:01:00 PM,01/20/2016 07:01:00 PM,01/15/2013,Cat,Neutered Male,3 years,Domestic Medium Hair Mix,Blue,0
A811107,Sprite,01/28/2020 07:12:00 PM,01/28/2020 07:12:00 PM,12/28/2018,Dog,Spayed Female,1 year,Whippet/German Shepherd,Tricolor/Brown,0
A789775,*Precious,03/31/2019 09:46:00 PM,03/31/2019 09:46:00 PM,02/27/2017,Dog,Spayed Female,2 years,Pit Bull Mix,White,0
A731266,,07/19/2016 02:51:00 PM,07/19/2016 02:51:00 PM,07/17/2016,Cat,Unknown,2 days,Domestic Shorthair Mix,Gray/White,0
A683925,Fluffette,07/19/2014 02:02:00 PM,07/19/2014 02:02:00 PM,03/02/2014,Cat,Intact Female,4 months,Domestic Shorthair Mix,Blue,0
A489405,Bebe,03/16/2019 02:50:00 PM,03/16/2019 02:50:00 PM,10/12/2004,Cat,Neutered Male,14 years,Domestic Longhair Mix,Orange Tabby/White,0
A694299,Rubble,01/03/2015 06:54:00 PM,01/03/2015 06:54:00 PM,12/24/2006,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,Chocolate/Tan,0
A680304,Luna,06/05/2014 06:36:00 PM,06/05/2014 06:36:00 PM,01/01/2014,Dog,Spayed Female,5 months,Chihuahua Shorthair,Tricolor,0
A685800,,08/12/2014 06:11:00 PM,08/12/2014 06:11:00 PM,05/12/2014,Other,Unknown,3 months,Skunk,Black/White,1
A746921,Kloe,04/14/2017 11:32:00 AM,04/14/2017 11:32:00 AM,04/11/2015,Dog,Spayed Female,2 years,Shih Tzu,White/Gray,0
A793573,Marrito,04/28/2019 12:47:00 PM,04/28/2019 12:47:00 PM,11/28/2018,Dog,Intact Male,4 months,Black Mouth Cur Mix,Tan/Black,0
A746677,Iris,02/11/2018 06:49:00 PM,02/11/2018 06:49:00 PM,04/08/2014,Dog,Intact Female,3 years,German Shepherd,Black/Brown,0
A703771,,05/29/2015 05:15:00 PM,05/29/2015 05:15:00 PM,04/10/2015,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,1
A753401,Lucky,08/01/2017 04:19:00 PM,08/01/2017 04:19:00 PM,07/06/2006,Dog,Intact Female,11 years,Basset Hound,Tricolor,0
A731787,*Buck,08/05/2016 04:21:00 PM,08/05/2016 04:21:00 PM,06/01/2016,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black,0
A787916,,01/24/2019 09:07:00 AM,01/24/2019 09:07:00 AM,01/22/2017,Cat,Intact Female,2 years,Domestic Shorthair,White/Tortie,1
A727557,*Sunny,06/13/2016 07:04:00 PM,06/13/2016 07:04:00 PM,01/23/2016,Dog,Neutered Male,4 months,Border Collie Mix,Black/White,0
A679825,*Kerbey,07/08/2014 01:13:00 PM,07/08/2014 01:13:00 PM,07/27/2013,Cat,Neutered Male,11 months,Domestic Shorthair Mix,Brown Tabby,0
A683041,,07/06/2014 01:48:00 PM,07/06/2014 01:48:00 PM,06/14/2014,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black,0
A723030,Max,03/28/2016 05:12:00 PM,03/28/2016 05:12:00 PM,09/25/2014,Dog,Neutered Male,1 year,Pug/Chihuahua Shorthair,Tan/Black,0
A669017,*Abby,12/27/2013 02:03:00 PM,12/27/2013 02:03:00 PM,12/12/2012,Dog,Spayed Female,1 year,Labrador Retriever Mix,Tan,0
A675453,,03/27/2014 06:47:00 PM,03/27/2014 06:47:00 PM,03/27/2013,Other,Intact Male,1 year,Bat,Black,1
A668632,,12/06/2013 01:52:00 PM,12/06/2013 01:52:00 PM,12/06/2010,Dog,Intact Female,3 years,German Shepherd/Labrador Retriever,Black,1
A766540,Hercules,07/25/2019 11:31:00 AM,07/25/2019 11:31:00 AM,02/11/2017,Dog,Neutered Male,2 years,Pit Bull Mix,Fawn/White,0
A682585,,07/01/2014 12:15:00 PM,07/01/2014 12:15:00 PM,07/01/2006,Dog,Spayed Female,8 years,Shih Tzu Mix,Gray/Black,1
A715426,Bb,11/04/2015 07:00:00 PM,11/04/2015 07:00:00 PM,01/04/2015,Dog,Neutered Male,9 months,Labrador Retriever Mix,Red,0
A814866,,03/11/2020 05:43:00 PM,03/11/2020 05:43:00 PM,09/07/2019,Cat,Spayed Female,6 months,Siamese,Lynx Point,0
A822035,Pan,08/25/2020 02:26:00 PM,08/25/2020 02:26:00 PM,08/25/2018,Cat,Spayed Female,2 years,Domestic Longhair,Brown/White,0
A747962,*Corbin,05/03/2017 12:00:00 AM,05/03/2017 12:00:00 AM,06/27/2016,Dog,Neutered Male,10 months,German Shepherd Mix,Black/Brown Brindle,0
A675866,Chico,04/16/2014 05:06:00 PM,04/16/2014 05:06:00 PM,04/01/2013,Dog,Neutered Male,1 year,Dachshund Mix,Red,0
A734484,*Blossom,04/07/2017 05:22:00 PM,04/07/2017 05:22:00 PM,09/07/2013,Dog,Intact Female,3 years,Beagle Mix,White/Tan,0
A820781,*Amethyst,08/11/2020 02:54:00 PM,08/11/2020 02:54:00 PM,06/13/2020,Dog,Spayed Female,1 month,Labrador Retriever/German Shepherd,Black/Brown,0
A744234,,03/02/2017 05:24:00 PM,03/02/2017 05:24:00 PM,02/25/2015,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Red/White,0
A781889,Oreo,10/09/2018 01:55:00 PM,10/09/2018 01:55:00 PM,02/07/2018,Dog,Intact Female,8 months,American Bulldog Mix,Black/White,0
